step,sps,policy_loss,value_loss,mi_loss,div_loss,kl_loss,score,mean_return,ego_enc_delta,partner_enc_delta,road_enc_delta,role_std,role_norm,compliance_error
3074949120,2086913.1,-0.001163,0.068608,0.000656,-0.302734,0.0,0.9426,0.9059,0.001797,0.001731,0.002418,2.124762,7.044361,0.00012279
3075735552,2048274.6,0.006761,0.066484,0.000639,-0.304688,0.0,0.9426,0.906,0.001141,0.001366,0.001866,2.581899,6.731991,0.00012068
3076521984,2035504.1,-0.003888,0.06254,0.000601,-0.296875,0.0,0.9423,0.9053,0.001368,0.001696,0.002158,1.949549,7.356563,0.00012231
3077308416,2022944.8,-0.006176,0.060105,0.000606,-0.292969,0.0,0.9426,0.9059,0.001558,0.001729,0.002266,1.982472,7.370473,0.00012917
3078094848,2010512.4,-0.003075,0.062787,0.000626,-0.292969,0.0,0.9428,0.9066,0.001654,0.001483,0.002119,2.010033,7.416605,0.00012213
3078881280,1973999.5,-0.002409,0.071506,0.000674,-0.302734,0.0,0.9429,0.9069,0.001503,0.001692,0.002039,2.230566,7.117741,0.00013339
3079667712,1962229.1,-0.002488,0.061709,0.000705,-0.306641,0.0,0.943,0.9068,0.001548,0.001911,0.002474,2.24748,7.093627,0.00013199
3080454144,1950623.8,-0.007459,0.062554,0.000693,-0.296875,0.0,0.9431,0.906,0.001619,0.002235,0.002833,2.337553,7.132089,0.00014068
3081240576,1939088.5,-0.003512,0.080346,0.000705,-0.302734,0.0,0.9433,0.9052,0.001743,0.002078,0.002224,2.11882,7.512533,0.00014354
3082027008,1903700.2,-0.004697,0.070517,0.000675,-0.296875,0.0,0.9444,0.9077,0.002063,0.002219,0.003717,2.147717,7.432736,0.0001475
3082813440,1892779.7,0.000227,0.063175,0.000649,-0.291016,0.0,0.9452,0.9103,0.001941,0.001796,0.002525,2.164094,7.551023,0.00013706
3083599872,1881992.0,-0.005477,0.050566,0.000654,-0.289062,0.0,0.9467,0.914,0.001749,0.001918,0.002411,2.228984,7.374614,0.00013328
3084386304,1850117.3,-0.003432,0.066671,0.000674,-0.294922,0.0,0.9483,0.9166,0.001872,0.001481,0.002064,2.312743,7.148559,0.00014491
3085172736,1839864.0,-0.005166,0.083953,0.000711,-0.294922,0.0,0.9487,0.9162,0.002504,0.001894,0.003076,2.061857,7.498437,0.00013825
3085959168,1829510.7,-0.0012,0.081997,0.000709,-0.294922,0.0,0.9491,0.9154,0.002311,0.001597,0.002759,1.966142,7.426946,0.00014361
3086745600,1819476.3,-0.00245,0.06211,0.000699,-0.294922,0.0,0.9493,0.9146,0.002317,0.00132,0.002406,2.081845,7.445671,0.0001343
